epoch,acc,loss
0,0.132332402318,2.72338789402
1,0.159217877095,2.60963372012
2,0.212639664804,2.49524022481
3,0.239874301842,2.41859624772
4,0.295391062118,2.29695652317
5,0.317737430501,2.20027080728
6,0.365223463687,2.0695211954
7,0.409217877261,1.91867540003
8,0.445181564412,1.78183926684
9,0.46438547486,1.67543213727
10,0.515013967146,1.54193000154
11,0.55761173251,1.42257657464
12,0.598114525473,1.28129032337
13,0.631284916201,1.16661830055
14,0.666899441341,1.06622624131
15,0.688547486699,0.974986272817
16,0.736382682896,0.80963287207
17,0.763268157757,0.719609052775
18,0.796438547486,0.616464744067
19,0.830307262903,0.532757189021
20,0.862779329609,0.404188732861
21,0.886871509046,0.364693195294
22,0.914106146583,0.276779508624
23,0.92562849162,0.228824498017
24,0.943086592512,0.185814431426
25,0.949022347701,0.159911724858
26,0.938198324688,0.190515522434
27,0.948673185024,0.164307374195
28,0.958449722002,0.130918930654
29,0.964385475526,0.11580358737
30,0.954259776536,0.140914594161
31,0.959497208036,0.111437772822
32,0.971019553073,0.0962614287211
33,0.965782123571,0.0999873073449
34,0.972416201117,0.0991548144846
35,0.965083798883,0.116153740683
36,0.979748604018,0.0666119644637
37,0.98498603352,0.0547483270083
38,0.973812850494,0.0818806517058
39,0.986731843575,0.0514311551756
40,0.97870111865,0.0636967343679
41,0.988826815642,0.036732994712
42,0.976606145917,0.0691762040447
43,0.980097766695,0.065456812962
44,0.986382681564,0.0438791505743
45,0.990921787709,0.0355709349794
46,0.98428770983,0.0471651246511
47,0.97625698324,0.0887703848951
48,0.99406424581,0.0229070149414
49,0.986033519553,0.0474914224967
