epoch,acc,loss
0,0.0157935144229,5.86952313527
1,0.0224838226135,5.24339922062
2,0.0432493693437,5.00303449105
3,0.0913976529045,4.58759149112
4,0.166014696736,4.08365520366
5,0.261799436975,3.54044782147
6,0.343399261405,3.08468155791
7,0.414323840115,2.73420435907
8,0.464702226398,2.46873162687
9,0.509816107953,2.2436021032
10,0.549921398138,2.04596969079
11,0.584689065163,1.87825112973
12,0.612656746883,1.74104477928
13,0.63791905813,1.62520451893
14,0.659452345198,1.4939147993
15,0.679888860556,1.41687601716
16,0.701970533218,1.2906646245
17,0.710525353768,1.23773916506
18,0.733082294471,1.14036274539
19,0.744452162429,1.0796912257
0,0.241492485852,4.44808711065
1,0.493234294749,2.36420842886
2,0.584787240381,1.90149380526
3,0.64501641044,1.59808299549
4,0.683998387754,1.40238595809
5,0.72499568119,1.21088960466
6,0.74094547143,1.11764462657
7,0.771981343877,0.966963096268
8,0.79340127829,0.86982790695
9,0.81631830504,0.765429574824
10,0.825588760557,0.715480590173
11,0.843496286324,0.65358380569
12,0.856970115926,0.587279793251
13,0.873207807953,0.508689832116
14,0.867046697818,0.560744914633
15,0.897046122106,0.402157256429
16,0.893245811378,0.424583697361
17,0.906949962501,0.368694037952
18,0.908562215998,0.363570505215
19,0.91345655565,0.340114034098
0,0.242841803929,4.9529907019
1,0.52535194448,2.27233697679
2,0.622285850177,1.72048428943
3,0.68593414434,1.40874762721
4,0.730672869839,1.18269930936
5,0.765151515095,1.01633189718
6,0.79044380789,0.87948861662
7,0.815199236345,0.762872103034
8,0.832736816804,0.674973755613
9,0.854271056671,0.58743876243
10,0.868110236092,0.513222541467
11,0.880279168967,0.460170397992
12,0.889107611349,0.425353114779
13,0.901097589718,0.373565696285
14,0.907062753207,0.354429843843
15,0.913743736721,0.326309334305
16,0.920305415728,0.306184204132
17,0.92901455497,0.283512133555
18,0.930565497182,0.253783611602
19,0.937902648817,0.234765083597
0,0.308413251996,4.46050459637
1,0.589218250526,1.92457678574
2,0.690787561773,1.37999307777
3,0.751525719424,1.07166910026
4,0.792066259947,0.865948095238
5,0.826358616577,0.710136570199
6,0.854330136865,0.576079716554
7,0.871839581465,0.489054705403
8,0.887024121016,0.416004802695
9,0.90409764605,0.356886257468
10,0.911580935653,0.318452103934
11,0.922188317298,0.278658913695
12,0.933667538316,0.234550147989
13,0.941223481789,0.218864971098
14,0.942894507428,0.204155975461
15,0.949433304289,0.181853218585
16,0.951467596577,0.174696107766
17,0.95895088618,0.154910469758
18,0.954664341986,0.165903154532
19,0.960113339301,0.140862029253
0,0.289609779312,4.22376630426
1,0.60736953478,1.80070311383
2,0.709920075504,1.29755724267
3,0.768511988997,0.996744858081
4,0.803596615623,0.826574399206
5,0.836506817702,0.654595932884
6,0.862364833519,0.551333033063
7,0.876292901192,0.486004687975
8,0.898037142355,0.390510028609
9,0.90738128876,0.357409043076
10,0.91731311715,0.301843695073
11,0.927950164691,0.268737621483
12,0.933474377197,0.245579042175
13,0.942113305405,0.212408244841
14,0.945815702784,0.200612152952
15,0.951339915514,0.17988034095
16,0.952397743469,0.174208474085
17,0.954983545123,0.164548876627
18,0.96009638027,0.146153186485
19,0.962623413594,0.134280341854
0,0.239429112959,4.51928602001
1,0.558213904685,2.06622727711
2,0.677780409673,1.44093421799
3,0.742863910974,1.10966733478
4,0.782008764368,0.919373660528
5,0.818607129885,0.728181098121
6,0.844723439677,0.611202114893
7,0.866931185576,0.520053577108
8,0.890204903364,0.419907470337
9,0.899147222777,0.377172542645
10,0.913123297223,0.321864301505
11,0.919815231362,0.285788978045
12,0.930593391038,0.253940525742
13,0.933968968616,0.241819287817
14,0.94148999161,0.213333494274
15,0.948359588234,0.188398297754
16,0.950017766691,0.185286559515
17,0.95706502469,0.160775053539
18,0.958545541179,0.159624952705
19,0.959907616355,0.147563862628
0,0.190022810559,5.37224280805
1,0.482594466092,2.48252819202
2,0.63403748912,1.64116146464
3,0.714469899944,1.238474945
4,0.767529504753,0.96938287188
5,0.816423682706,0.74368844098
6,0.852623227261,0.586401361121
7,0.875533075521,0.47235373653
8,0.890012892669,0.398423901676
9,0.914311217065,0.319544008729
10,0.925022315154,0.26322341398
11,0.932559754124,0.235973275012
12,0.945056034792,0.192404519252
13,0.946940395191,0.180619530772
14,0.95408112633,0.162439454325
15,0.956263017243,0.156679896321
16,0.960825151528,0.13445219022
17,0.962213627281,0.132586003559
18,0.966279877789,0.114652347276
19,0.970246950596,0.102924162438
0,0.200734157973,5.21850603331
1,0.469764296938,2.57827719139
2,0.61379443595,1.79064498342
3,0.691557187846,1.37246426162
4,0.748164606058,1.07341536672
5,0.786997682252,0.862801018601
6,0.825251159473,0.706821499413
7,0.854037867263,0.562507448646
8,0.879540185564,0.445989137086
9,0.896348531685,0.384938307947
10,0.913833076011,0.306002767414
11,0.931510818613,0.254281300435
12,0.938465996356,0.224120673109
13,0.939625192278,0.212649575226
14,0.94300618238,0.189692240617
15,0.952859351034,0.164009729092
16,0.959524730074,0.146772010721
17,0.956626739347,0.144478284249
18,0.960297526864,0.131909147504
19,0.966479907725,0.113776546496
0,0.177683667553,5.18608670401
1,0.451942552016,2.63489750515
2,0.59823236962,1.82843322066
3,0.682747192529,1.39468391019
4,0.742128521769,1.09883505948
5,0.790001841238,0.862411909616
6,0.823421101372,0.701668147509
7,0.854170502615,0.564786923972
8,0.87737065017,0.453827177199
9,0.893573927475,0.401865066601
10,0.9138280238,0.31386594946
11,0.918707420035,0.293188040948
12,0.933069415809,0.233565575092
13,0.942644079599,0.196646293522
14,0.944577425208,0.198573365141
15,0.951942550985,0.167114207202
16,0.954428281579,0.159596051685
17,0.958110844632,0.144804831547
18,0.960044189989,0.132924479055
19,0.964463265577,0.12100600681
0,0.244548991354,4.94465969807
1,0.512530534804,2.35563771681
2,0.639373925965,1.65075847745
3,0.709581109287,1.2842313149
4,0.762326970366,0.999656374396
5,0.811544377135,0.788927981144
6,0.83841491026,0.628300943585
7,0.86628064782,0.512796498462
8,0.888808468559,0.422484870104
9,0.903555595787,0.358490909531
10,0.916493260007,0.310560065348
11,0.931783226284,0.251305583542
12,0.938659187562,0.224985969055
13,0.950058807822,0.184178275836
14,0.947163666243,0.182993564918
15,0.954763412648,0.163604279413
16,0.953858680912,0.164738620251
17,0.960915588798,0.145537893203
18,0.963991676468,0.132441899545
19,0.96806296933,0.120728565667
0,0.225534962884,5.04453996998
1,0.500402900921,2.40075267208
2,0.626197510936,1.6858726696
3,0.695675530369,1.31739670391
4,0.759512937659,1.01160777046
5,0.795863550969,0.821739731335
6,0.826215417749,0.667415819633
7,0.858447488488,0.546123495059
8,0.878055331626,0.452888529456
9,0.897215507378,0.371948283054
10,0.917181484551,0.307570611897
11,0.920941892814,0.279817781076
0,0.215865341597,5.05332743348
1,0.483391530181,2.48515085632
2,0.615453487395,1.76041672305
3,0.691556988071,1.3394363665
4,0.744202704062,1.07825571584
5,0.788879935696,0.85010681467
6,0.828543289547,0.695407344027
7,0.843763989689,0.578782492929
8,0.875190258741,0.465504159327
9,0.890769092929,0.396554634713
10,0.907332796207,0.330536957097
11,0.920852359112,0.27544434425
12,0.930880114507,0.247611688881
13,0.939117199477,0.220221565716
14,0.940818336542,0.207808425811
15,0.945474080214,0.182517582695
16,0.95066702479,0.171996104033
17,0.955143701316,0.155459987429
18,0.962216850381,0.128196430069
19,0.964097054518,0.129461102196
0,0.204245162263,5.16043601212
1,0.503111414049,2.3989254076
2,0.625351632305,1.66374939668
3,0.702156678707,1.29133717255
4,0.748444292864,1.03361592104
5,0.795413860508,0.822053174271
6,0.83351802895,0.658531005837
7,0.853294688944,0.551471753708
8,0.881084306533,0.446184675739
9,0.899326570676,0.370125345044
10,0.912539425114,0.316776303778
11,0.927371920156,0.259809612379
12,0.931037422016,0.248935518328
13,0.940158554283,0.207955755294
14,0.945955161761,0.185203098334
15,0.946551871334,0.188080261844
16,0.954479583612,0.162194720049
17,0.956269712641,0.151868259538
18,0.956695933342,0.151082283427
19,0.962151563977,0.134726221206
0,0.259801214552,4.95344312051
1,0.520706792025,2.32082104696
2,0.634087980792,1.63254707851
3,0.714706423926,1.22831302837
4,0.764770844936,0.974424212913
5,0.799926376268,0.796263339395
6,0.840511688174,0.62203944651
7,0.868672925334,0.505765224148
8,0.882845574006,0.440514482748
9,0.903920485678,0.353189580857
10,0.918369226313,0.302759339758
11,0.928860666408,0.257068107427
